code_module,code_presentation,id_student,id_site,date,sum_click
EG043,2024J,30640,586178,6,1
EG043,2024J,94378,586178,7,5
EG043,2024J,40679,586178,6,1
EG043,2024J,40679,586178,7,1
EG043,2024J,40679,586178,9,1
EG043,2024J,74130,586178,6,2
EG043,2024J,87327,586178,7,1
CG0C8,2024J,69660,586178,7,1
CG0C8,2024J,72366,586178,7,1
CG0C8,2024J,25874,586178,7,2
CG0C8,2024J,15550,586178,9,1
CG0C8,2024J,36234,586178,7,3
CG0C8,2024J,33000,586178,8,2
CG0C8,2024J,84482,586178,7,1
CG0C8,2024J,44509,586178,8,2
CG0C8,2024J,49188,586178,8,2
CG0C8,2024J,81912,586178,7,1
CG0C8,2024J,35335,586178,7,2
CG0C8,2024J,45857,586178,8,1
EG043,2024J,81109,901849,7,1
EG043,2024J,40262,901849,7,1
EG043,2024J,40067,901849,7,1
EG043,2024J,41730,901849,8,1
EG043,2024J,58540,901849,6,2
EG043,2024J,24262,901849,6,1
EG043,2024J,24262,901849,9,1
EG043,2024J,66744,901849,12,1
EG043,2024J,23228,901849,6,1
EG043,2024J,13048,901849,6,1
EG043,2024J,39638,901849,7,1
EG043,2024J,77830,901849,7,1
EG043,2024J,35123,901849,7,2
EG043,2024J,94378,901849,7,2
EG043,2024J,40679,901849,6,1
EG043,2024J,40679,901849,7,1
EG043,2024J,19489,901849,8,2
EG043,2024J,74130,901849,7,1
EG043,2024J,87327,901849,7,1
EG043,2024J,56881,901849,6,1
CG0C8,2024J,69660,901849,7,1
CG0C8,2024J,13968,901849,8,1
CG0C8,2024J,73468,901849,7,1
CG0C8,2024J,65041,901849,8,1
CG0C8,2024J,25874,901849,7,1
CG0C8,2024J,15550,901849,9,1
CG0C8,2024J,29425,901849,7,1
CG0C8,2024J,84482,901849,7,1
CG0C8,2024J,44509,901849,8,3
CG0C8,2024J,81912,901849,7,1
CG0C8,2024J,35335,901849,7,2
EG043,2024J,40262,863540,7,2
EG043,2024J,68154,863540,8,1
EG043,2024J,41730,863540,8,1
EG043,2024J,58540,863540,6,6
EG043,2024J,58540,863540,7,5
EG043,2024J,58540,863540,8,1
EG043,2024J,24262,863540,6,1
EG043,2024J,24262,863540,8,1
EG043,2024J,52272,863540,7,3
EG043,2024J,66744,863540,12,1
EG043,2024J,23228,863540,7,1
EG043,2024J,39638,863540,7,1
EG043,2024J,77830,863540,7,6
EG043,2024J,77830,863540,8,2
EG043,2024J,35123,863540,7,1
EG043,2024J,82643,863540,6,5
EG043,2024J,82643,863540,7,4
EG043,2024J,48481,863540,6,1
EG043,2024J,87817,863540,6,8
EG043,2024J,87817,863540,7,1
EG043,2024J,49959,863540,9,1
EG043,2024J,30640,863540,6,3
EG043,2024J,30640,863540,7,2
EG043,2024J,94378,863540,6,1
EG043,2024J,94378,863540,7,4
EG043,2024J,40679,863540,6,1
EG043,2024J,40679,863540,7,1
EG043,2024J,40679,863540,9,1
EG043,2024J,19489,863540,7,1
EG043,2024J,74130,863540,7,5
EG043,2024J,87327,863540,7,1
CG0C8,2024J,45448,863540,7,1
CG0C8,2024J,43720,863540,7,4
CG0C8,2024J,13968,863540,7,6
CG0C8,2024J,73468,863540,7,5
CG0C8,2024J,21816,863540,8,1
CG0C8,2024J,72366,863540,7,1
CG0C8,2024J,65041,863540,8,2
CG0C8,2024J,25874,863540,7,12
CG0C8,2024J,15550,863540,9,2
CG0C8,2024J,29425,863540,8,1
CG0C8,2024J,29425,863540,9,1
CG0C8,2024J,87099,863540,7,5
CG0C8,2024J,36234,863540,7,1
CG0C8,2024J,81882,863540,8,2
CG0C8,2024J,18321,863540,7,6
CG0C8,2024J,46744,863540,7,4
CG0C8,2024J,23788,863540,7,1
CG0C8,2024J,84482,863540,7,4
CG0C8,2024J,49188,863540,8,11
CG0C8,2024J,70929,863540,7,5
CG0C8,2024J,70929,863540,8,1
CG0C8,2024J,10853,863540,7,8
CG0C8,2024J,81912,863540,7,1
CG0C8,2024J,35335,863540,7,2
CG0C8,2024J,49660,863540,8,6
CG0C8,2024J,65320,863540,7,1
CG0C8,2024J,45857,863540,7,2
CG0C8,2024J,45857,863540,8,1
EG043,2024J,81109,157609,7,3
EG043,2024J,40262,157609,7,1
EG043,2024J,91816,157609,6,1
EG043,2024J,30085,157609,7,1
EG043,2024J,40067,157609,7,1
EG043,2024J,68154,157609,8,3
EG043,2024J,41730,157609,7,1
EG043,2024J,58540,157609,7,1
EG043,2024J,24262,157609,6,1
EG043,2024J,24262,157609,8,1
EG043,2024J,24262,157609,9,1
EG043,2024J,66744,157609,7,1
EG043,2024J,66744,157609,12,1
EG043,2024J,53612,157609,7,3
EG043,2024J,13048,157609,6,1
EG043,2024J,13048,157609,9,1
EG043,2024J,39638,157609,7,2
EG043,2024J,49070,157609,8,1
EG043,2024J,70051,157609,6,2
EG043,2024J,80194,157609,7,2
EG043,2024J,18020,157609,6,2
EG043,2024J,77830,157609,7,2
EG043,2024J,77830,157609,8,1
EG043,2024J,35123,157609,7,2
EG043,2024J,57795,157609,7,1
EG043,2024J,57795,157609,9,1
EG043,2024J,82643,157609,7,1
EG043,2024J,48481,157609,6,1
EG043,2024J,87817,157609,7,3
EG043,2024J,91596,157609,7,1
EG043,2024J,41087,157609,7,1
EG043,2024J,49959,157609,7,1
EG043,2024J,27418,157609,7,1
EG043,2024J,28899,157609,7,1
EG043,2024J,30640,157609,6,1
EG043,2024J,30640,157609,7,2
EG043,2024J,94378,157609,6,1
EG043,2024J,94378,157609,7,1
EG043,2024J,40679,157609,6,1
EG043,2024J,19489,157609,7,2
EG043,2024J,19489,157609,8,1
EG043,2024J,85177,157609,8,1
EG043,2024J,74130,157609,7,1
EG043,2024J,87327,157609,6,1
EG043,2024J,87327,157609,7,1
EG043,2024J,95149,157609,8,1
EG043,2024J,56881,157609,6,1
EG043,2024J,89225,157609,7,1
CG0C8,2024J,45448,157609,7,1
CG0C8,2024J,43720,157609,7,2
CG0C8,2024J,69660,157609,7,3
CG0C8,2024J,13968,157609,7,2
CG0C8,2024J,73468,157609,7,3
CG0C8,2024J,72366,157609,7,3
CG0C8,2024J,76964,157609,8,2
CG0C8,2024J,65041,157609,8,1
CG0C8,2024J,25874,157609,7,1
CG0C8,2024J,15550,157609,9,2
CG0C8,2024J,29425,157609,7,2
CG0C8,2024J,29425,157609,8,1
CG0C8,2024J,87099,157609,7,3
CG0C8,2024J,36234,157609,7,1
CG0C8,2024J,81882,157609,8,1
CG0C8,2024J,98022,157609,7,2
CG0C8,2024J,18321,157609,7,1
CG0C8,2024J,33000,157609,8,3
CG0C8,2024J,45927,157609,8,1
CG0C8,2024J,84482,157609,7,1
CG0C8,2024J,84482,157609,8,7
CG0C8,2024J,44509,157609,8,2
CG0C8,2024J,49188,157609,8,1
CG0C8,2024J,10853,157609,7,1
CG0C8,2024J,81912,157609,7,1
CG0C8,2024J,35335,157609,7,1
CG0C8,2024J,49660,157609,8,1
EG043,2024J,81109,617286,7,5
EG043,2024J,40262,617286,7,3
EG043,2024J,30085,617286,7,1
EG043,2024J,40067,617286,7,2
EG043,2024J,40067,617286,8,1
EG043,2024J,68154,617286,8,3
EG043,2024J,58540,617286,6,2
EG043,2024J,58540,617286,7,1
EG043,2024J,29288,617286,7,1
EG043,2024J,29288,617286,8,1
EG043,2024J,24262,617286,9,1
EG043,2024J,52272,617286,6,1
EG043,2024J,66744,617286,12,2
EG043,2024J,23228,617286,7,1
EG043,2024J,53612,617286,7,3
EG043,2024J,39638,617286,7,14
EG043,2024J,70051,617286,6,2
EG043,2024J,18020,617286,6,2
EG043,2024J,18020,617286,7,1
EG043,2024J,18020,617286,9,1
EG043,2024J,18020,617286,11,1
EG043,2024J,77830,617286,6,2
EG043,2024J,77830,617286,7,4
EG043,2024J,48475,617286,7,2
EG043,2024J,35123,617286,7,2
EG043,2024J,83798,617286,7,1
EG043,2024J,82643,617286,6,1
EG043,2024J,82643,617286,7,1
EG043,2024J,23325,617286,7,1
EG043,2024J,48481,617286,6,1
EG043,2024J,87817,617286,7,5
EG043,2024J,49959,617286,7,3
EG043,2024J,28899,617286,7,3
EG043,2024J,30640,617286,6,1
EG043,2024J,30640,617286,7,5
EG043,2024J,94378,617286,6,1
EG043,2024J,94378,617286,7,6
EG043,2024J,19489,617286,7,2
EG043,2024J,19489,617286,11,1
EG043,2024J,74130,617286,7,1
EG043,2024J,81284,617286,8,1
EG043,2024J,53448,617286,8,4
EG043,2024J,87327,617286,7,3
EG043,2024J,95149,617286,8,1
EG043,2024J,56881,617286,6,1
EG043,2024J,56881,617286,7,1
EG043,2024J,56881,617286,13,1
EG043,2024J,89225,617286,7,1
CG0C8,2024J,45448,617286,7,1
CG0C8,2024J,69660,617286,7,5
CG0C8,2024J,73538,617286,8,1
CG0C8,2024J,13968,617286,7,1
CG0C8,2024J,73468,617286,7,4
CG0C8,2024J,72366,617286,7,1
CG0C8,2024J,65041,617286,8,1
CG0C8,2024J,25874,617286,7,1
CG0C8,2024J,15550,617286,9,3
CG0C8,2024J,29425,617286,7,1
CG0C8,2024J,29425,617286,8,1
CG0C8,2024J,87099,617286,7,2
CG0C8,2024J,81882,617286,8,7
CG0C8,2024J,81882,617286,9,1
CG0C8,2024J,98022,617286,7,1
CG0C8,2024J,18321,617286,7,1
CG0C8,2024J,25354,617286,12,1
CG0C8,2024J,33000,617286,8,1
CG0C8,2024J,45927,617286,8,1
CG0C8,2024J,84482,617286,7,2
CG0C8,2024J,84482,617286,8,2
CG0C8,2024J,44509,617286,8,2
CG0C8,2024J,10853,617286,7,7
CG0C8,2024J,81912,617286,7,2
CG0C8,2024J,35335,617286,7,1
CG0C8,2024J,49660,617286,8,1
EG043,2024J,39638,943276,6,1
EG043,2024J,30640,943276,6,1
EG043,2024J,87327,943276,6,1
EG043,2024J,30640,104554,6,1
EG043,2024J,30640,345193,6,1
EG043,2024J,30640,696613,6,1
EG043,2024J,30640,104365,6,1
EG043,2024J,30640,702822,6,1
EG043,2024J,30640,734905,6,1
EG043,2024J,30640,549653,6,1
EG043,2024J,30640,481833,6,1
EG043,2024J,30640,924638,6,1
EG043,2024J,30640,326594,6,1
EG043,2024J,30640,882644,6,1
EG043,2024J,30640,875734,6,1
EG043,2024J,30640,515212,6,1
EG043,2024J,91816,683763,8,1
EG043,2024J,30085,683763,8,1
EG043,2024J,40067,683763,8,1
EG043,2024J,41730,683763,9,1
EG043,2024J,58540,683763,9,1
EG043,2024J,66744,683763,8,1
EG043,2024J,23228,683763,8,1
EG043,2024J,65578,683763,9,2
EG043,2024J,77830,683763,8,1
EG043,2024J,87817,683763,8,1
EG043,2024J,11433,683763,9,1
EG043,2024J,49959,683763,8,1
EG043,2024J,28899,683763,9,3
EG043,2024J,30640,683763,10,2
EG043,2024J,53448,683763,10,1
EG043,2024J,87327,683763,10,1
CG0C8,2024J,69660,683763,8,2
CG0C8,2024J,73538,683763,10,1
CG0C8,2024J,13968,683763,8,1
CG0C8,2024J,21816,683763,10,1
CG0C8,2024J,76964,683763,8,1
CG0C8,2024J,29425,683763,9,1
CG0C8,2024J,76623,683763,9,1
CG0C8,2024J,19470,683763,12,1
CG0C8,2024J,84482,683763,8,1
CG0C8,2024J,80548,683763,9,1
EG043,2024J,91816,672864,8,1
EG043,2024J,30085,672864,8,1
EG043,2024J,40067,672864,8,1
EG043,2024J,41730,672864,9,1
EG043,2024J,58540,672864,9,1
EG043,2024J,66744,672864,8,1
EG043,2024J,23228,672864,8,1
EG043,2024J,65578,672864,9,1
EG043,2024J,87817,672864,8,1
EG043,2024J,11433,672864,9,1
EG043,2024J,28899,672864,9,1
EG043,2024J,53448,672864,10,1
EG043,2024J,87327,672864,10,1
CG0C8,2024J,43720,672864,9,1
CG0C8,2024J,73538,672864,8,1
CG0C8,2024J,13968,672864,8,1
CG0C8,2024J,21816,672864,9,1
CG0C8,2024J,76964,672864,8,1
CG0C8,2024J,19912,672864,10,1
CG0C8,2024J,29425,672864,9,1
CG0C8,2024J,87099,672864,9,1
CG0C8,2024J,36234,672864,9,2
CG0C8,2024J,76623,672864,9,1
CG0C8,2024J,19470,672864,12,1
CG0C8,2024J,23788,672864,10,1
CG0C8,2024J,84482,672864,8,1
CG0C8,2024J,44509,672864,8,1
CG0C8,2024J,80548,672864,9,1
CG0C8,2024J,13044,672864,9,1
CG0C8,2024J,49660,672864,8,1
EG043,2024J,30085,286607,8,1
EG043,2024J,40067,286607,10,1
EG043,2024J,58540,286607,9,1
EG043,2024J,29288,286607,8,2
EG043,2024J,66744,286607,8,1
EG043,2024J,23228,286607,8,1
EG043,2024J,23325,286607,9,1
EG043,2024J,87817,286607,8,1
EG043,2024J,11433,286607,9,1
EG043,2024J,49959,286607,9,1
EG043,2024J,30640,286607,11,1
EG043,2024J,74130,286607,8,1
EG043,2024J,53448,286607,8,6
EG043,2024J,87327,286607,8,1
EG043,2024J,86699,286607,10,3
CG0C8,2024J,43720,286607,9,1
CG0C8,2024J,73538,286607,8,1
CG0C8,2024J,13968,286607,8,1
CG0C8,2024J,21816,286607,10,1
CG0C8,2024J,76964,286607,8,1
CG0C8,2024J,19912,286607,10,1
CG0C8,2024J,29425,286607,9,1
CG0C8,2024J,36234,286607,8,2
CG0C8,2024J,87762,286607,8,1
CG0C8,2024J,18321,286607,8,1
CG0C8,2024J,19470,286607,12,1
CG0C8,2024J,33000,286607,9,1
CG0C8,2024J,23788,286607,10,1
CG0C8,2024J,84482,286607,8,1
CG0C8,2024J,44509,286607,8,1
CG0C8,2024J,80548,286607,9,1
CG0C8,2024J,49188,286607,9,1
CG0C8,2024J,45857,286607,8,2
EG043,2024J,81109,696257,8,1
EG043,2024J,40262,696257,8,1
EG043,2024J,91816,696257,8,3
EG043,2024J,91816,696257,9,2
EG043,2024J,30085,696257,8,4
EG043,2024J,30085,696257,9,7
EG043,2024J,40067,696257,8,5
EG043,2024J,40067,696257,9,2
EG043,2024J,40067,696257,10,2
EG043,2024J,41730,696257,8,1
EG043,2024J,41730,696257,9,1
EG043,2024J,58540,696257,8,6
EG043,2024J,58540,696257,11,1
EG043,2024J,29288,696257,8,1
EG043,2024J,29288,696257,9,1
EG043,2024J,66744,696257,8,4
EG043,2024J,66744,696257,9,3
EG043,2024J,23228,696257,8,2
EG043,2024J,23228,696257,10,1
EG043,2024J,13048,696257,9,1
EG043,2024J,65578,696257,9,1
EG043,2024J,70051,696257,8,2
EG043,2024J,80194,696257,8,1
EG043,2024J,77830,696257,9,3
EG043,2024J,77830,696257,10,3
EG043,2024J,48475,696257,8,2
EG043,2024J,48475,696257,9,1
EG043,2024J,16108,696257,9,2
EG043,2024J,35123,696257,8,1
EG043,2024J,83798,696257,8,1
EG043,2024J,84557,696257,9,1
EG043,2024J,82643,696257,8,2
EG043,2024J,56972,696257,10,1
EG043,2024J,23325,696257,9,4
EG043,2024J,23325,696257,11,1
EG043,2024J,59393,696257,9,1
EG043,2024J,48481,696257,9,1
EG043,2024J,87817,696257,8,3
EG043,2024J,87817,696257,10,1
EG043,2024J,11433,696257,9,15
EG043,2024J,91596,696257,8,3
EG043,2024J,91596,696257,9,2
EG043,2024J,49959,696257,8,2
EG043,2024J,49959,696257,12,1
EG043,2024J,27418,696257,8,3
EG043,2024J,27418,696257,9,1
EG043,2024J,28899,696257,9,1
EG043,2024J,30640,696257,8,1
EG043,2024J,30640,696257,9,1
EG043,2024J,30640,696257,11,1
EG043,2024J,94378,696257,9,1
EG043,2024J,40679,696257,8,3
EG043,2024J,74130,696257,8,3
EG043,2024J,81284,696257,9,2
EG043,2024J,53448,696257,8,1
EG043,2024J,53448,696257,9,1
EG043,2024J,87327,696257,8,5
EG043,2024J,95149,696257,9,4
EG043,2024J,95149,696257,10,2
EG043,2024J,56881,696257,9,1
EG043,2024J,56881,696257,10,1
EG043,2024J,86699,696257,10,1
EG043,2024J,40007,696257,9,3
EG043,2024J,40007,696257,10,4
CG0C8,2024J,43720,696257,8,1
CG0C8,2024J,43720,696257,9,1
CG0C8,2024J,43720,696257,10,2
CG0C8,2024J,31909,696257,9,1
CG0C8,2024J,73538,696257,8,1
CG0C8,2024J,13968,696257,8,4
CG0C8,2024J,73468,696257,8,8
CG0C8,2024J,73468,696257,9,2
CG0C8,2024J,21816,696257,8,1
CG0C8,2024J,21816,696257,9,1
CG0C8,2024J,72366,696257,8,3
CG0C8,2024J,53309,696257,8,3
CG0C8,2024J,53309,696257,9,5
CG0C8,2024J,76964,696257,8,2
CG0C8,2024J,65041,696257,10,1
CG0C8,2024J,25874,696257,8,6
CG0C8,2024J,19912,696257,10,1
CG0C8,2024J,29425,696257,8,2
CG0C8,2024J,29425,696257,9,3
CG0C8,2024J,87099,696257,8,7
CG0C8,2024J,36234,696257,9,5
CG0C8,2024J,81882,696257,9,1
CG0C8,2024J,98022,696257,9,2
CG0C8,2024J,76623,696257,9,1
CG0C8,2024J,18321,696257,8,2
CG0C8,2024J,19470,696257,12,1
CG0C8,2024J,25354,696257,8,3
CG0C8,2024J,33000,696257,8,3
CG0C8,2024J,33000,696257,9,1
CG0C8,2024J,46744,696257,10,1
CG0C8,2024J,23788,696257,8,5
CG0C8,2024J,84482,696257,8,3
CG0C8,2024J,84482,696257,9,3
CG0C8,2024J,44509,696257,8,4
CG0C8,2024J,44509,696257,9,2
CG0C8,2024J,44509,696257,12,1
CG0C8,2024J,80548,696257,9,4
CG0C8,2024J,13044,696257,9,1
CG0C8,2024J,49188,696257,9,5
CG0C8,2024J,70929,696257,8,2
CG0C8,2024J,70929,696257,9,1
CG0C8,2024J,10853,696257,8,4
CG0C8,2024J,81912,696257,8,1
CG0C8,2024J,35335,696257,8,2
CG0C8,2024J,35335,696257,9,1
CG0C8,2024J,49660,696257,8,2
CG0C8,2024J,49660,696257,10,1
EG043,2024J,81109,649862,8,1
EG043,2024J,91816,649862,8,3
EG043,2024J,91816,649862,9,2
EG043,2024J,30085,649862,8,6
EG043,2024J,40067,649862,8,2
EG043,2024J,40067,649862,9,2
EG043,2024J,41730,649862,8,1
EG043,2024J,41730,649862,9,2
EG043,2024J,58540,649862,8,2
EG043,2024J,58540,649862,9,1
EG043,2024J,29288,649862,8,1
EG043,2024J,29288,649862,9,1
EG043,2024J,66744,649862,8,3
EG043,2024J,23228,649862,8,2
EG043,2024J,53612,649862,8,1
EG043,2024J,13048,649862,9,3
EG043,2024J,65578,649862,9,1
EG043,2024J,70051,649862,8,3
EG043,2024J,48475,649862,9,1
EG043,2024J,96390,649862,9,1
EG043,2024J,57795,649862,8,1
EG043,2024J,82643,649862,8,1
EG043,2024J,56972,649862,10,2
EG043,2024J,23325,649862,10,1
EG043,2024J,23325,649862,11,1
EG043,2024J,59393,649862,9,1
EG043,2024J,48481,649862,9,1
EG043,2024J,87817,649862,8,2
EG043,2024J,11433,649862,9,8
EG043,2024J,91596,649862,8,3
EG043,2024J,49959,649862,8,2
EG043,2024J,27418,649862,8,3
EG043,2024J,28899,649862,9,1
EG043,2024J,30640,649862,8,1
EG043,2024J,30640,649862,11,1
EG043,2024J,74130,649862,8,1
EG043,2024J,81284,649862,9,1
EG043,2024J,53448,649862,8,1
EG043,2024J,53448,649862,9,1
EG043,2024J,87327,649862,8,2
EG043,2024J,95149,649862,9,1
EG043,2024J,95149,649862,10,2
EG043,2024J,56881,649862,8,1
EG043,2024J,56881,649862,10,1
EG043,2024J,40007,649862,9,1
CG0C8,2024J,43720,649862,8,1
CG0C8,2024J,43720,649862,9,1
CG0C8,2024J,31909,649862,9,3
CG0C8,2024J,31909,649862,10,1
CG0C8,2024J,73538,649862,8,1
CG0C8,2024J,13968,649862,8,4
CG0C8,2024J,73468,649862,8,4
CG0C8,2024J,21816,649862,8,2
CG0C8,2024J,21816,649862,9,1
CG0C8,2024J,92904,649862,8,1
CG0C8,2024J,72366,649862,8,2
CG0C8,2024J,72366,649862,9,1
CG0C8,2024J,53309,649862,8,4
CG0C8,2024J,53309,649862,9,3
CG0C8,2024J,53309,649862,10,1
CG0C8,2024J,76964,649862,8,1
CG0C8,2024J,25874,649862,8,2
CG0C8,2024J,19912,649862,10,1
CG0C8,2024J,29425,649862,8,2
CG0C8,2024J,29425,649862,9,3
CG0C8,2024J,87099,649862,8,4
CG0C8,2024J,36234,649862,8,1
CG0C8,2024J,36234,649862,9,5
CG0C8,2024J,87762,649862,8,1
CG0C8,2024J,81882,649862,9,1
CG0C8,2024J,98022,649862,9,2
CG0C8,2024J,18321,649862,8,2
CG0C8,2024J,19470,649862,12,2
CG0C8,2024J,25354,649862,8,1
CG0C8,2024J,33000,649862,8,4
CG0C8,2024J,33000,649862,9,2
CG0C8,2024J,23788,649862,8,4
CG0C8,2024J,84482,649862,8,2
CG0C8,2024J,84482,649862,9,1
CG0C8,2024J,44509,649862,8,5
CG0C8,2024J,44509,649862,9,1
CG0C8,2024J,13044,649862,9,1
CG0C8,2024J,70929,649862,8,1
CG0C8,2024J,70929,649862,9,1
CG0C8,2024J,10853,649862,8,13
CG0C8,2024J,81912,649862,8,1
CG0C8,2024J,35335,649862,8,6
CG0C8,2024J,49660,649862,8,4
CG0C8,2024J,49660,649862,9,4
CG0C8,2024J,45857,649862,9,1
EG043,2024J,81109,554784,8,1
EG043,2024J,91816,554784,9,2
EG043,2024J,30085,554784,8,2
EG043,2024J,40067,554784,8,1
EG043,2024J,40067,554784,9,1
EG043,2024J,41730,554784,9,1
EG043,2024J,58540,554784,8,1
EG043,2024J,58540,554784,9,1
EG043,2024J,58540,554784,11,4
EG043,2024J,66744,554784,8,5
EG043,2024J,66744,554784,9,3
EG043,2024J,23228,554784,8,2
EG043,2024J,53612,554784,9,1
EG043,2024J,53612,554784,10,3
EG043,2024J,13048,554784,9,1
EG043,2024J,80194,554784,8,1
EG043,2024J,77830,554784,9,3
EG043,2024J,56972,554784,9,1
EG043,2024J,56972,554784,10,1
EG043,2024J,48481,554784,9,1
EG043,2024J,87817,554784,8,2
EG043,2024J,87817,554784,10,1
EG043,2024J,11433,554784,9,2
EG043,2024J,91596,554784,8,2
EG043,2024J,49959,554784,9,2
EG043,2024J,49959,554784,10,2
EG043,2024J,27418,554784,8,1
EG043,2024J,30640,554784,8,1
EG043,2024J,30640,554784,9,1
EG043,2024J,30640,554784,11,1
EG043,2024J,74130,554784,8,1
EG043,2024J,81284,554784,9,1
EG043,2024J,53448,554784,9,3
EG043,2024J,87327,554784,8,2
EG043,2024J,95149,554784,10,1
EG043,2024J,56881,554784,9,1
EG043,2024J,86699,554784,10,1
CG0C8,2024J,43720,554784,9,1
CG0C8,2024J,73538,554784,8,1
CG0C8,2024J,13968,554784,9,1
CG0C8,2024J,73468,554784,8,2
CG0C8,2024J,21816,554784,8,1
CG0C8,2024J,21816,554784,9,1
CG0C8,2024J,72366,554784,8,1
CG0C8,2024J,72366,554784,9,1
CG0C8,2024J,53309,554784,8,12
CG0C8,2024J,76964,554784,8,2
CG0C8,2024J,76964,554784,9,2
CG0C8,2024J,25874,554784,8,2
CG0C8,2024J,19912,554784,10,1
CG0C8,2024J,29425,554784,9,1
CG0C8,2024J,87099,554784,8,1
CG0C8,2024J,36234,554784,8,4
CG0C8,2024J,98022,554784,9,1
CG0C8,2024J,76623,554784,9,2
CG0C8,2024J,18321,554784,8,2
CG0C8,2024J,19470,554784,12,1
CG0C8,2024J,23788,554784,8,4
CG0C8,2024J,84482,554784,8,1
CG0C8,2024J,13044,554784,9,1
CG0C8,2024J,70929,554784,8,1
CG0C8,2024J,70929,554784,9,1
CG0C8,2024J,10853,554784,8,6
CG0C8,2024J,10853,554784,9,4
CG0C8,2024J,81912,554784,8,2
CG0C8,2024J,35335,554784,8,3
CG0C8,2024J,49660,554784,9,2
EG043,2024J,40262,681342,8,1
EG043,2024J,91816,681342,9,1
EG043,2024J,30085,681342,8,5
EG043,2024J,40067,681342,8,1
EG043,2024J,40067,681342,9,2
EG043,2024J,40067,681342,10,2
EG043,2024J,41730,681342,9,5
EG043,2024J,41730,681342,10,1
EG043,2024J,58540,681342,8,2
EG043,2024J,66744,681342,8,2
EG043,2024J,23228,681342,8,2
EG043,2024J,53612,681342,8,1
EG043,2024J,53612,681342,13,2
EG043,2024J,70051,681342,8,3
EG043,2024J,48475,681342,9,1
EG043,2024J,56972,681342,9,1
EG043,2024J,23325,681342,10,1
EG043,2024J,48481,681342,9,1
EG043,2024J,87817,681342,8,1
EG043,2024J,11433,681342,11,1
EG043,2024J,49959,681342,9,2
EG043,2024J,30640,681342,8,1
EG043,2024J,30640,681342,9,1
EG043,2024J,30640,681342,11,1
EG043,2024J,30640,681342,12,1
EG043,2024J,74130,681342,8,1
EG043,2024J,81284,681342,9,1
EG043,2024J,53448,681342,8,1
EG043,2024J,53448,681342,9,2
EG043,2024J,87327,681342,8,2
EG043,2024J,95149,681342,9,2
EG043,2024J,95149,681342,10,1
EG043,2024J,40007,681342,9,1
EG043,2024J,40007,681342,10,2
CG0C8,2024J,43720,681342,9,1
